headline,abstract,emotion,subject,emotVal,date
Getting to That Safe Place,"What had I learned? Everything: what I wanted in a husband, a marriage, a life.",joy,33,0.18596366147359134,2012-03-29
Getting to That Safe Place,"What had I learned? Everything: what I wanted in a husband, a marriage, a life.",fear,33,0.09858572258213955,2012-03-29
Getting to That Safe Place,"What had I learned? Everything: what I wanted in a husband, a marriage, a life.",sadness,33,0.05187549322100708,2012-03-29
"A Surrender to War, After an Uneasy Peace","An Army wife, after years of objections, agrees to her husband’s wish to be deployed to Afghanistan.",joy,103,0.18320254748670525,2012-04-05
"A Surrender to War, After an Uneasy Peace","An Army wife, after years of objections, agrees to her husband’s wish to be deployed to Afghanistan.",fear,103,0.12292034160608106,2012-04-05
"A Surrender to War, After an Uneasy Peace","An Army wife, after years of objections, agrees to her husband’s wish to be deployed to Afghanistan.",surprise,103,0.08010980211511864,2012-04-05
Looking for Signs That It’s Meant to Be,"Like many people, the author tends to write a story in her head about the future of any relationship before it has even begun.",joy,104,0.1664036230967671,2012-04-12
Devoted but Dateless,"Few men are thrilled by the idea of dating a woman with a child with a disability, particularly one as demanding as autism.",joy,12,0.1412949331805334,2012-04-19
The Never-to-Be Bride,Ours was a love affair that knew its finest hours on a screen.,joy,33,0.21072154167819038,2012-04-26
A Hiker’s Guide to Healing,"Feeling shame and needing to be alone, a rape victim walks — and walks — searching for peace.",fear,105,0.09859716157674206,2012-05-03
Paralysis of the Heart,"With my son, Joe, I wasn’t fearless. Quite the opposite, I was petrified by how much I loved him.",joy,0,0.1570053282582732,2012-05-10
Paralysis of the Heart,"With my son, Joe, I wasn’t fearless. Quite the opposite, I was petrified by how much I loved him.",fear,0,0.08069958957092518,2012-05-10
"In a Balm of Space and Time, Healing","The loss of our friends was a silent stowaway, riding atop our shoulders for a year; but then in writing a book about them, it opened up love, buoyant and uplifting.",joy,61,0.2127156303915585,2014-08-07
‘We Pledge Allegiance ... ’,Sometimes staying together is just about pragmatism.,surprise,2,0.05979155210261989,2014-08-21
Waiting Patiently for the Wall to Crumble,"If we didn’t marry, even after decades together, we could still keep everything light.",joy,2,0.19822447952908906,2014-08-28
"For Kayden Kross, the Family Business Happens to Be Porn",Her priority is taking care of their baby; the work that her husband does happens to involve sex with other women.,joy,107,0.1400999958407235,2014-09-05
Sure Enough for the Two of Us,With him I wanted to be the fun girl. Then that all changed.,joy,0,0.2981414901007939,2014-09-11
Sure Enough for the Two of Us,With him I wanted to be the fun girl. Then that all changed.,fear,0,0.0635069977166399,2014-09-11
Swearing Off the Modern Man,No more Twitter games. No more Instagram dissections. No more Facebook predation. I wanted someone mature.,fear,106,0.09160828195575127,2015-05-14
Learning to Embrace Sexuality’s Gray Areas,"In an era when there is Tinder to find an attractive girl and Grindr to find an attractive boy, love and affection are more accessible than ever.",joy,108,0.2421869672418554,2015-05-22
"After a First Time, Many Second Thoughts",A young woman rejects her religious upbringing’s prohibition against premarital sex and discovers the aftermath isn’t exactly what she anticipated.,joy,109,0.10169323241074057,2015-05-28
"To Fall in Love With Anyone, Do This","What happens if you decide that falling in love is not something that happens to you, but something that you do?",joy,0,0.1511939424562128,2015-01-09
"To Fall in Love With Anyone, Do This","What happens if you decide that falling in love is not something that happens to you, but something that you do?",surprise,0,0.10157604385664953,2015-01-09
" In Manila, Two Seasons, No Regrets  ",Coming out of hiding in Manila to risk falling in love.,joy,0,0.13763518160216215,2015-01-22
" In Manila, Two Seasons, No Regrets  ",Coming out of hiding in Manila to risk falling in love.,surprise,0,0.053298981485022254,2015-01-22
A Flower Delivery That Brought More Pain Than Pleasure,When a simple gift becomes flowergate.,joy,110,0.054709634306262314,2015-01-29
How We Write About Love,A closer look at the Modern Love column and its contributors.,joy,43,0.19825068471754229,2015-02-05
The 36 Questions: An Answer to Their Prayers?,"The essay “To Fall in Love With Anyone, Do This,” which repeated a psychologist’s 20-year-old experiment, drew 8 million readers who found the combination of romance and science irresistible.",joy,69,0.1221149296148848,2015-02-13
The 36 Questions: An Answer to Their Prayers?,"The essay “To Fall in Love With Anyone, Do This,” which repeated a psychologist’s 20-year-old experiment, drew 8 million readers who found the combination of romance and science irresistible.",surprise,69,0.05714634005494081,2015-02-13
How Hypochondriacs Say ‘I Love You’,They have their own ways of showing their devotion.,joy,106,0.07225764080505898,2015-02-21
Bringing a Daughter Back From the Brink With Poems,A mother’s project helps remind her daughter that life is worth living.,joy,111,0.07700642852599666,2015-02-26
Finding Equilibrium in Seesawing Libidos (Updated With Podcast),"A medication leads to a hypersexualized wife, and a husband puffing to keep up. In time, the mismatch subsides, leaving them partners in a bigger way.",joy,35,0.2111511047204578,2015-03-06
Finding Equilibrium in Seesawing Libidos (Updated With Podcast),"A medication leads to a hypersexualized wife, and a husband puffing to keep up. In time, the mismatch subsides, leaving them partners in a bigger way.",surprise,35,0.1254982700506537,2015-03-06
"A Dream, or a Premonition, Leads to a New Beginning  ","How a nighttime vision shaped lives and love one summer in Richmond, Va.",joy,112,0.13996995546636315,2015-03-12
"A Dream, or a Premonition, Leads to a New Beginning  ","How a nighttime vision shaped lives and love one summer in Richmond, Va.",surprise,112,0.05685597961143053,2015-03-12
"Together Always, in Darkness and in Light",There is no good way to tell a new guy in your life that you’re going blind.,joy,113,0.3320405758902315,2015-03-19
"Together Always, in Darkness and in Light",There is no good way to tell a new guy in your life that you’re going blind.,surprise,113,0.14161420933622745,2015-03-19
An Itemized Marriage Proposal via Voice Mail,"After an early romance, a series of chance encounters and an onslaught of mail, a suitor makes an unusual but clear-cut offer.",joy,106,0.0999157911111989,2015-03-26
An Itemized Marriage Proposal via Voice Mail,"After an early romance, a series of chance encounters and an onslaught of mail, a suitor makes an unusual but clear-cut offer.",fear,106,0.08841980146092386,2015-03-26
"A Forbidden Relationship, From the Other Side of the World",I was free to make as many mistakes as I wanted. She lived within the confines of countless restrictions.,fear,106,0.12102891746063611,2015-04-02
A Boyfriend Too Good to Be True,"Consumed by Alzheimer’s disease, a grandmother invents a life and a family plays along.",surprise,10,0.07717831156584279,2015-04-09
A Generous (and Unwanted) Gift,"This offer was different, and not just because a house is obviously a big gift.",joy,114,0.08013028772612596,2015-04-16
A Generous (and Unwanted) Gift,"This offer was different, and not just because a house is obviously a big gift.",surprise,114,0.06556163369740699,2015-04-16
The Art of Being Apart,"After decades of marriage, a wife and husband learn that their short separations allow them to be their better selves.",joy,2,0.27577935876251874,2015-04-23
The Art of Being Apart,"After decades of marriage, a wife and husband learn that their short separations allow them to be their better selves.",surprise,2,0.13642419716164245,2015-04-23
"No Labels, No Drama, Right?","The winner of this year’s Modern Love college essay contest, a sophomore at Columbia University, writes about her generation’s reluctance to define relationships.",joy,106,0.1796972573048171,2015-04-30
"Swiping Right on Tinder, but Staying Put",The promise of Tinder meets the realities of hope and fear.,fear,86,0.20527383871932636,2015-05-07
"Single, and Surrounded by a Wall of Men","At 37, a lawyer half-heartedly attends yet another singles mixer and awaits the dreaded mingling. It was all so deliciously awful, she thought.",fear,27,0.12641270864668994,2015-12-31
"Single, and Surrounded by a Wall of Men","At 37, a lawyer half-heartedly attends yet another singles mixer and awaits the dreaded mingling. It was all so deliciously awful, she thought.",sadness,27,0.054950044340055765,2015-12-31
When the Doorman Is Your Main Man,"For a single woman in New York and the guy who stands watch in her building, their special bond proves lasting.",joy,115,0.10511059875683346,2015-10-22
A Romance That’s Extra Zesty,What a TED talk about Prego (and consumer choice) taught me about love.,joy,106,0.14037853813280843,2015-10-29
A Romance That’s Extra Zesty,What a TED talk about Prego (and consumer choice) taught me about love.,surprise,106,0.09222379125437771,2015-10-29
"For a Single Mother, an Alternate Reality",A divorced mother fantasizes about a world in which her daughter has the love of two parents.,joy,73,0.2364006490389215,2015-11-05
"For a Single Mother, an Alternate Reality",A divorced mother fantasizes about a world in which her daughter has the love of two parents.,surprise,73,0.13661171874113143,2015-11-05
"One Bouquet of Fleeting Beauty, Please",A former florist shares lessons learned from work and a loss of her own.,sadness,116,0.05565998777274334,2015-11-12
The Five Stages of Ghosting Grief,A woman dives into the confusing vacuum created by an unanswered text.,joy,117,0.07827779979425795,2015-11-19
When Cupid Is a Prying Journalist,An interviewer encourages a subject not to make the mistake she did and to run to his lost love before it’s too late.,joy,106,0.1495481937163698,2015-11-26
When Cupid Is a Prying Journalist,An interviewer encourages a subject not to make the mistake she did and to run to his lost love before it’s too late.,surprise,106,0.060003834478302376,2015-11-26
"A Culture Gap the Size of an Ocean, Bridged by Facebook","An Italian-American man, 75, leaps across generational and technological chasms to find common ground with a Saudi Muslim woman nearly a half-century younger.",joy,46,0.10889338445058772,2015-12-17
One Reason Not to Believe in Santa Claus,A visit from St. Nick nearly turns tragic.,sadness,74,0.1308872278143312,2015-12-24
How a Kitten Eased My Partner’s Depression  ,"With a partner battling depression and her own mental state teetering toward perpetual grumpiness, a woman takes it upon herself to introduce a new member into the family.",fear,38,0.11649049979976918,2015-08-13
How a Kitten Eased My Partner’s Depression  ,"With a partner battling depression and her own mental state teetering toward perpetual grumpiness, a woman takes it upon herself to introduce a new member into the family.",sadness,38,0.08522008602921857,2015-08-13
Overcoming Love Addiction: One Apple Martini at a Time,"He said he didn’t like martinis, but she said to trust her. They went down like candy. They danced to the Bee Gees on the jukebox, and he kissed her.",joy,106,0.13951960194180063,2015-08-20
My Father’s Last Romance,Older adults have their own rules about marriage and cohabitation.,joy,106,0.11948550451152798,2015-09-03
The Peril of Not Dying for Love,Expressing disappointment at not having found love worth dying for.,fear,0,0.11737595485087907,2015-09-10
The Peril of Not Dying for Love,Expressing disappointment at not having found love worth dying for.,surprise,0,0.05291904895758025,2015-09-10
‘Quirkyalone’ Is Still Alone,"Singlehood is now being celebrated as a legitimate lifestyle choice, but what if you just can’t find a way to be in a serious relationship?",joy,27,0.08675512739614244,2015-09-17
"From Divorce, a Fractured Beauty (Updated With Podcast)",A recently divorced couple manages to have a happy family vacation.,joy,73,0.70076229003416,2015-09-24
"From Divorce, a Fractured Beauty (Updated With Podcast)",A recently divorced couple manages to have a happy family vacation.,surprise,73,0.1577369716259512,2015-09-24
The Original Conscious Uncouplers,A writer senses a change in her divorced parents’ relationship. Her husband points to their wedding day.,joy,106,0.20160240328444967,2015-10-08
The Original Conscious Uncouplers,A writer senses a change in her divorced parents’ relationship. Her husband points to their wedding day.,surprise,106,0.1112031274718107,2015-10-08
"On Tinder, Off Sex",Living a life where secondary abstinence isn’t exactly a first choice.,sadness,35,0.0966732374697011,2015-10-15
Whimsy Just Doesn’t Show Up on a Spreadsheet,"I always felt ashamed of my quantitative deficiencies, just as I felt a need to apologize for my creative side.",fear,106,0.08379073660134245,2015-06-11
Whimsy Just Doesn’t Show Up on a Spreadsheet,"I always felt ashamed of my quantitative deficiencies, just as I felt a need to apologize for my creative side.",surprise,106,0.05573516951813345,2015-06-11
Missing a Father I Hardly Knew,Waiting for a big secret to be revealed provides ample time for insights into a relationship with a guarded parent.,joy,41,0.14232404122473769,2015-06-18
When an Open Relationship Comes at a Price,"If living “freely” was necessary to prove my love for my boyfriend, I was happy to comply. But it wasn’t that simple.",joy,106,0.6334125549812288,2015-06-25
Asexual and Happy,When wanting to be with someone romantically has nothing to do with sex.,joy,106,0.15336868415085836,2015-07-02
The Wedding Toast I’ll Never Give,"A few of the things my newly married friends can look forward to: blame, rage and a desire to be home alone. And yet.",anger,5,0.26939838567629065,2015-07-16
The Wedding Toast I’ll Never Give,"A few of the things my newly married friends can look forward to: blame, rage and a desire to be home alone. And yet.",joy,5,0.2506983239900905,2015-07-16
Uniting a Mysterious Ring With Its Rightful Owner,"When the writer receives the gift by mistake, her attempts to return it take on added significance because of a 25th wedding anniversary and a death.",sadness,84,0.2563591803508009,2015-07-23
Uniting a Mysterious Ring With Its Rightful Owner,"When the writer receives the gift by mistake, her attempts to return it take on added significance because of a 25th wedding anniversary and a death.",fear,84,0.19288498492938846,2015-07-23
Uniting a Mysterious Ring With Its Rightful Owner,"When the writer receives the gift by mistake, her attempts to return it take on added significance because of a 25th wedding anniversary and a death.",surprise,84,0.06772180193641866,2015-07-23
Uniting a Mysterious Ring With Its Rightful Owner,"When the writer receives the gift by mistake, her attempts to return it take on added significance because of a 25th wedding anniversary and a death.",joy,84,0.06535167596500832,2015-07-23
A Kiss Deferred by Civil War,"They met at age 12. One was Serbian, the other Croatian. Separated by a civil war, they ultimately found their way back to each other.",fear,106,0.25581582311470286,2015-07-30
A Millennial’s Guide to Kissing,"After a stranger on an international flight delivers the perfect kiss, a college student weighs the possibilities of romance.",joy,120,0.055877992100344845,2015-08-06
"Sharing a Cab, and My Toes",During a taxi ride home a co-worker makes a surprising request.,surprise,106,0.05,2016-01-07
The End of Small Talk,"Why can’t we replace trivial conversations with meaningful ones, and ask each other profound questions right from the start?",fear,106,0.11052397584166251,2016-01-14
Introducing Modern Love: The Podcast,Listen to the actors Lauren Molina and Jason Alexander read classic Modern Love essays in our new series.,joy,121,0.14162076304404722,2016-01-21
"Platonic, Until Death Do Us Part",How I reached another level of love and respect by allowing myself to be comfortable in a relationship.,joy,106,0.2809914756818074,2016-01-21
"Platonic, Until Death Do Us Part",How I reached another level of love and respect by allowing myself to be comfortable in a relationship.,surprise,106,0.07132810661275646,2016-01-21
To Text or Not to Text: A Dating Conundrum,The promise of a romance was disrupted by a guy who seemed content to let his fingers do the talking.,joy,117,0.23553352000180872,2016-01-28
"Judd Apatow Reads ‘At the Hospital, an Interlude of Clarity’",The comedic filmmaker reads an essay about a date that only got better after an E.R. visit.,joy,121,0.12070841460522157,2016-02-04
"A Heart Filled With Love, Not Stuff",A daughter struggles to dispense with meaningful possessions after her mother’s death.,sadness,0,0.3017428584761994,2016-02-05
"A Heart Filled With Love, Not Stuff",A daughter struggles to dispense with meaningful possessions after her mother’s death.,fear,0,0.2222421371233798,2016-02-05
Modern Love: The Podcast | The Plunge,"Dakota Fanning reads the essay “Celebrating the Upside of an Emotional Plunge,” about a teenager who finds love after a 100-foot fall.",joy,121,0.21411474363226868,2016-02-11
Modern Love: The Podcast | The Plunge,"Dakota Fanning reads the essay “Celebrating the Upside of an Emotional Plunge,” about a teenager who finds love after a 100-foot fall.",surprise,121,0.10509650052626734,2016-02-11
In a Foreign Land With Something to Declare,"On a trip to Singapore with his girlfriend, a man waffles over romantic commitment.",joy,106,0.14290885150091412,2016-02-12
Modern Love: The Podcast | Mom/Not Mom/Aunt,The actor Jesse Tyler Ferguson reads the story of a gay couple’s need and a sister’s gift.,joy,121,0.22829105028154748,2016-03-23
Modern Love: The Podcast | Mom/Not Mom/Aunt,The actor Jesse Tyler Ferguson reads the story of a gay couple’s need and a sister’s gift.,surprise,121,0.06314536732176312,2016-03-23
A Field Guide to Male Intimacy,The son of a gay father struggles with stereotypically masculine conversations and rituals.,joy,122,0.14634253080388546,2016-03-25
"Modern Love: The Podcast | Broken, Not Bound","The actress America Ferrera reads an essay about a date in the Tanzanian countryside that, with a bus accident, takes a life-altering turn.",sadness,106,0.1428485607163406,2016-03-31
"Modern Love: The Podcast | Broken, Not Bound","The actress America Ferrera reads an essay about a date in the Tanzanian countryside that, with a bus accident, takes a life-altering turn.",surprise,106,0.09924364028387643,2016-03-31
"Modern Love: The Podcast | Broken, Not Bound","The actress America Ferrera reads an essay about a date in the Tanzanian countryside that, with a bus accident, takes a life-altering turn.",fear,106,0.06691595049795068,2016-03-31
"On a Serpentine Road, With the Top Down",A widow contemplates letting go and holding on from behind the wheel of her husband’s vintage convertible.,joy,0,0.08746026041450278,2016-04-01
Modern Love: The Podcast | ‘Maddy’ Just Might Work After All,The transgender activist Jennifer Finney Boylan on navigating marriage and parenthood while transitioning from “Daddy” to “Maddy.”,joy,121,0.10891272202973089,2016-04-06
When Moving Forward Means Stepping Back,"After a casual encounter goes terribly wrong, a young woman retreats from love.",joy,0,0.1876949154714511,2016-04-08
The Modern Love Podcast: ‘My First Lesson in Motherhood’,The actress Connie Britton reads the story of a woman’s challenges with a daughter adopted from China.,joy,11,0.09712374696422169,2016-04-13
It’s Been a Long Time Coming,"When a gay son brings his boyfriend home to meet his parents, it leads to a misunderstanding that lasts for decades.",joy,108,0.14900439751771588,2016-04-15
The Modern Love Podcast: Between the Bars,"The actor Joshua Jackson reads an essay by Joshua Fattal, one of three American hikers held captive in Iran, about reuniting with his middle-school girlfriend after his release.",surprise,106,0.18551130657152426,2016-04-20
All Twisted Up by Gender Bending,A surprising realization about her ex’s new girlfriend makes a writer question what it means to be a woman.,joy,123,0.12907437756452894,2016-04-22
All Twisted Up by Gender Bending,A surprising realization about her ex’s new girlfriend makes a writer question what it means to be a woman.,fear,123,0.11859474107384485,2016-04-22
All Twisted Up by Gender Bending,A surprising realization about her ex’s new girlfriend makes a writer question what it means to be a woman.,surprise,123,0.05,2016-04-22
The Modern Love Podcast: ‘I See My Superhero’,"The comedian Sarah Silverman reads “Beneath the Modest Alter Ego, I See My Superhero,” a love story about a kidney transplant.",joy,124,0.13116982479406633,2016-04-27
The Modern Love Podcast: ‘A Second Embrace’,The writer Cheryl Strayed reads the story of a divorced couple who reunite to experience life and love through new eyes.,joy,121,0.19099673510656914,2016-05-04
The Modern Love Podcast: ‘A Second Embrace’,The writer Cheryl Strayed reads the story of a divorced couple who reunite to experience life and love through new eyes.,surprise,121,0.13713826131564924,2016-05-04
Just Don’t Call Me Mom (Updated With Podcast),A gay father who chooses to be a stay-at-home parent has some issues with being celebrated on Mother’s Day.,joy,125,0.18912352989510559,2016-05-06
The Modern Love Podcast: Colin Farrell Reads ‘A Heart Outrun’,The actor reads the story of a quadriplegic man who finds love with a female attendant.,joy,121,0.19588150889909406,2016-05-11
The Modern Love Podcast: Colin Farrell Reads ‘A Heart Outrun’,The actor reads the story of a quadriplegic man who finds love with a female attendant.,surprise,121,0.05480525261078566,2016-05-11
Single Woman Seeking Manwich,"Dating, like insanity, is doing the same thing over and over, expecting a different outcome.",joy,106,0.07862072373951051,2016-05-13
The Modern Love Podcast: Taissa Farmiga Reads ‘Friends Without Benefits’,"In an encore presentation, the “American Horror Story: Murder House” actress reads an essay about romantic infatuation and learning to finally let someone go.",fear,121,0.25277886584076364,2016-05-18
The Modern Love Podcast: Taissa Farmiga Reads ‘Friends Without Benefits’,"In an encore presentation, the “American Horror Story: Murder House” actress reads an essay about romantic infatuation and learning to finally let someone go.",anger,121,0.2277515710066771,2016-05-18
The Modern Love Podcast: Taissa Farmiga Reads ‘Friends Without Benefits’,"In an encore presentation, the “American Horror Story: Murder House” actress reads an essay about romantic infatuation and learning to finally let someone go.",sadness,121,0.12282953656883078,2016-05-18
The Modern Love Podcast: Taissa Farmiga Reads ‘Friends Without Benefits’,"In an encore presentation, the “American Horror Story: Murder House” actress reads an essay about romantic infatuation and learning to finally let someone go.",surprise,121,0.05699944159754341,2016-05-18
"No Sound, No Fury, No Marriage","After her peaceful marriage quietly dissolves, a woman comes to appreciate the vitality of conflict and confrontation.",joy,73,0.1897338726450052,2016-05-20
Modern Love: The Podcast | Magically Interrupted,"The actor Michael Shannon reads the essay “A Memory Magically Interrupted,” about how a grandmother’s struggle with Alzheimer’s healed her family.",sadness,10,0.061177359056909415,2016-02-18
What Luck Means Now,"During a health crisis, a woman gains a new appreciation for the terms “husband” and “wife.”",surprise,126,0.07069655385514367,2016-02-19
What Luck Means Now,"During a health crisis, a woman gains a new appreciation for the terms “husband” and “wife.”",joy,126,0.06097791540334396,2016-02-19
Modern Love: The Podcast | In Darkness and in Light,"The actress Patina Miller reads the essay “Together Always, in Darkness and in Light,” about navigating the challenges of love while going blind.",joy,121,0.17362264981021425,2016-02-25
Modern Love: The Podcast | In Darkness and in Light,"The actress Patina Miller reads the essay “Together Always, in Darkness and in Light,” about navigating the challenges of love while going blind.",surprise,121,0.05554849074476696,2016-02-25
Shedding Skins at the Zoo,"A young woman learns about love and bravery from snakes, gorillas and cockroaches.",joy,127,0.18865267890316106,2016-02-26
Modern Love: The Podcast | A Faithful Leap,The actress Amber Tamblyn reads an essay about a woman whose complicated relationship with her mother ends in a tragedy inspired by “Thelma & Louise.”,sadness,128,0.23423071196801226,2016-03-03
Modern Love: The Podcast | A Faithful Leap,The actress Amber Tamblyn reads an essay about a woman whose complicated relationship with her mother ends in a tragedy inspired by “Thelma & Louise.”,fear,128,0.11949958249208611,2016-03-03
Modern Love: The Podcast | A Faithful Leap,The actress Amber Tamblyn reads an essay about a woman whose complicated relationship with her mother ends in a tragedy inspired by “Thelma & Louise.”,joy,128,0.09388528772298989,2016-03-03
Love and the Art of Motorcycle Maintenance,"For a young woman on the road, motorcycles meant autonomy and then togetherness.",joy,9,0.08189982191646067,2016-03-04
Modern Love: The Podcast | Seesawing Libidos,"The actor Stephen Bogardus reads an essay about a medication that leads to a hypersexualized wife, and a husband struggling to keep up.",joy,121,0.12258077664088757,2016-03-10
Modern Love: The Podcast | Seesawing Libidos,"The actor Stephen Bogardus reads an essay about a medication that leads to a hypersexualized wife, and a husband struggling to keep up.",surprise,121,0.07503220038419908,2016-03-10
In the Waiting Room of Estranged Spouses,"An ex-soldier, rocked by infidelity, finds hope in a chance meeting with a mother and her young son.",joy,95,0.08700098093881155,2016-03-11
Modern Love: The Podcast | A Millennial’s Guide to Kissing,The actress Emmy Rossum reads the story of a college student who receives a life-changing kiss from a stranger on a plane.,joy,121,0.0665426260321585,2016-03-16
"A Slow-Motion Demise, a Fast-Forward Repair","As her own marriage crumbles, a sister plays matchmaker for her divorced younger brother.",joy,2,0.2865999670403149,2016-03-18
"A Slow-Motion Demise, a Fast-Forward Repair","As her own marriage crumbles, a sister plays matchmaker for her divorced younger brother.",surprise,2,0.13453283273691014,2016-03-18
Mary Chapin Carpenter Reads ‘The Race Grows Sweeter Near Its Final Lap’,"The singer and songwriter reads an essay about how new love is young, even after 80.",joy,0,0.1624178298444637,2016-08-10
Mary Chapin Carpenter Reads ‘The Race Grows Sweeter Near Its Final Lap’,"The singer and songwriter reads an essay about how new love is young, even after 80.",surprise,0,0.08871631713961864,2016-08-10
How a Bird Feeder Revived My Marriage,A wife in India finds that feeding birds nourishes her relationship.,joy,2,0.18037114124140852,2016-08-12
"The Modern Love Podcast: Tituss Burgess Reads ‘A Prince Charming for the Prom (Not Ever After, Though)’","This week’s Modern Love Podcast is an encore episode for prom season, featuring the “Unbreakable Kimmy Schmidt” actor reading the story of a gay high school student who gets invited to the big event again and again and again.",joy,129,0.14172044894426655,2016-08-17
"A Single Mom Escapes the Friend Zone, One Non-Date at a Time","With parenthood dampening her romantic options, a woman changes her strategy.",joy,106,0.1115250566999142,2016-08-19
"A Single Mom Escapes the Friend Zone, One Non-Date at a Time","With parenthood dampening her romantic options, a woman changes her strategy.",fear,106,0.09605430182568549,2016-08-19
"The Modern Love Podcast: Sterling K. Brown Reads ‘My First Son, a Pure Memory’",One of the stars of “The People v. O.J. Simpson” reads the story of a man and his wife dealing with a pregnancy gone awry.,joy,41,0.1423741018005972,2016-08-24
"The Modern Love Podcast: Sterling K. Brown Reads ‘My First Son, a Pure Memory’",One of the stars of “The People v. O.J. Simpson” reads the story of a man and his wife dealing with a pregnancy gone awry.,sadness,41,0.0788377133167441,2016-08-24
"The Modern Love Podcast: Sterling K. Brown Reads ‘My First Son, a Pure Memory’",One of the stars of “The People v. O.J. Simpson” reads the story of a man and his wife dealing with a pregnancy gone awry.,surprise,41,0.051466710919314165,2016-08-24
Security in a Bright Yellow Suitcase,"An overnight bag becomes a token of hope, signifying someone waiting on the other end.",sadness,106,0.11473520102957752,2016-08-26
The Modern Love Podcast: Angela Bassett Reads ‘What the Psychic Knew’,"In this week’s podcast, the actress and film director reads the story of a woman whose life is haunted by a psychic’s predictions.",joy,130,0.08841600751292034,2016-08-31
The Modern Love Podcast: Angela Bassett Reads ‘What the Psychic Knew’,"In this week’s podcast, the actress and film director reads the story of a woman whose life is haunted by a psychic’s predictions.",sadness,130,0.06361037476340523,2016-08-31
The Internet Thinks I’m Still Pregnant,"When a box of formula arrives on the doorstep months after a miscarriage, it becomes clear that the virtual world didn’t get the pregnancy update.",joy,131,0.05064550837921457,2016-09-02
The Modern Love Podcast: Cherry Jones Reads ‘Kept Together by the Bars Between Us’,"On this week’s Modern Love Podcast, the “Transparent” actress reads the story of a woman who married a convicted murderer while he was imprisoned, and what happened after he got out.",joy,132,0.2794095301258318,2016-09-07
The Modern Love Podcast: Cherry Jones Reads ‘Kept Together by the Bars Between Us’,"On this week’s Modern Love Podcast, the “Transparent” actress reads the story of a woman who married a convicted murderer while he was imprisoned, and what happened after he got out.",fear,132,0.2675793595704389,2016-09-07
The Modern Love Podcast: Lance Reddick of ‘The Wire’ Reads ‘In the Waiting Room of Estranged Spouses’,The actor reads the story of a former soldier who finds hope in a chance meeting with a mother and her young son.,fear,121,0.10354238470706587,2016-06-29
The Modern Love Podcast: Lance Reddick of ‘The Wire’ Reads ‘In the Waiting Room of Estranged Spouses’,The actor reads the story of a former soldier who finds hope in a chance meeting with a mother and her young son.,joy,121,0.09179347657891876,2016-06-29
What Is a Man For?,"After a twice-married woman realizes she doesn’t need a man to provide, protect or procreate, she finds herself seriously questioning their purpose.",fear,2,0.11366292278023463,2016-07-01
What Is a Man For?,"After a twice-married woman realizes she doesn’t need a man to provide, protect or procreate, she finds herself seriously questioning their purpose.",joy,2,0.0753467558580301,2016-07-01
"After a Suicide, a Security Guard for the Heart",A shocking discovery following the loss of a sister becomes an unlikely source of solace.,sadness,133,0.05232994899207678,2016-07-08
The Modern Love Podcast: Catherine Keener Reads ‘Live Without Me. I’ll Understand.’,The actress reads the story of a woman who re-evaluates her role in the world as her plane comes close to crashing.,joy,121,0.1125132399087532,2016-07-13
"At Sea, and Seeking a Safe Harbor",A woman who escaped the Cambodian genocide as a child hopes her mother can accept her for who she is now.,joy,108,0.129514049116027,2016-07-15
"At Sea, and Seeking a Safe Harbor",A woman who escaped the Cambodian genocide as a child hopes her mother can accept her for who she is now.,fear,108,0.08032148609886088,2016-07-15
The Modern Love Podcast: Tony Hale Reads ‘Just Friends? Let Me Read Between the Lines’,Hear the “Veep” actor read the story of a jilted and heartbroken man who keeps hearing “Stop calling me” as “Let’s give this another chance.”,sadness,121,0.09501672994761955,2016-07-20
A Crash Course in Honeymoon Survival,"Lost in the Amazon jungle, a newly married couple finds hope in fantasizing about the future (while clad in underwear and headlamps).",joy,134,0.2013404888609536,2016-07-22
Words With (I Wish We Were More Than) Friends,"While searching online for a local woman to date, a man finds himself falling instead for a Scrabble-playing stranger on the other side of the world.",joy,27,0.11798943644049054,2016-07-29
"The Modern Love Podcast: Gillian Jacobs Reads ‘To Fall in Love With Anyone, Do This’","The “Don’t Think Twice” actress reads the most popular Modern Love column ever, in which Mandy Len Catron relied on a psychological experiment to fall in love with a stranger.",joy,0,0.16669076072379382,2016-08-03
When Love Isn’t as Simple as Standing by Your Man,The stresses of a man’s double lung transplant push his marriage to the brink.,joy,88,0.0549061568901647,2016-09-09
The Modern Love Podcast: Kristin Chenoweth Reads ‘Revenge of the Friend’,"On this week’s Modern Love podcast, the “Wicked” actress reads the story of a spinning instructor exploring her more sadistic side.",joy,121,0.12661154000288255,2016-09-14
The Modern Love Podcast: Kristin Chenoweth Reads ‘Revenge of the Friend’,"On this week’s Modern Love podcast, the “Wicked” actress reads the story of a spinning instructor exploring her more sadistic side.",surprise,121,0.05469475761947105,2016-09-14
From He to She in First Grade,"When a 6-year-old boy wants to wear skirts and dresses to elementary school, his parents grapple with the reality that it’s about more than clothes.",joy,135,0.059260228621565096,2016-09-16
When a Couch Is More Than a Couch,"For a young mother with terminal cancer, questions about her own mortality merge with decisions about upholstery and cushion width.",sadness,136,0.10205930935230151,2016-09-23
